HGNC ID	Status	Approved symbol	Approved name
HGNC:223	Approved	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7
HGNC:49407	Approved	ADAMTS7P1	ADAMTS7 pseudogene 1
HGNC:49409	Approved	ADAMTS7P3	ADAMTS7 pseudogene 3
HGNC:49410	Approved	ADAMTS7P4	ADAMTS7 pseudogene 4
HGNC:224	Approved	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8
HGNC:13202	Approved	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9
HGNC:40625	Approved	ADAMTS9-AS1	ADAMTS9 antisense RNA 1
HGNC:42435	Approved	ADAMTS9-AS2	ADAMTS9 antisense RNA 2
HGNC:13201	Approved	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10
HGNC:14605	Approved	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12
HGNC:1366	Approved	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13
HGNC:14899	Approved	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14
HGNC:16305	Approved	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15
HGNC:17108	Approved	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16
HGNC:17109	Approved	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17
HGNC:17110	Approved	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18
HGNC:17111	Approved	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19
HGNC:40797	Approved	ADAMTS19-AS1	ADAMTS19 antisense RNA 1
HGNC:17178	Approved	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20
HGNC:14632	Approved	ADAMTSL1	ADAMTS like 1
HGNC:14631	Approved	ADAMTSL2	ADAMTS like 2
HGNC:14633	Approved	ADAMTSL3	ADAMTS like 3
HGNC:19706	Approved	ADAMTSL4	ADAMTS like 4
HGNC:32041	Approved	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1
HGNC:27912	Approved	ADAMTSL5	ADAMTS like 5
HGNC:16486	Approved	ADAP1	ArfGAP with dual PH domains 1
HGNC:16487	Approved	ADAP2	ArfGAP with dual PH domains 2
HGNC:225	Approved	ADAR	adenosine deaminase, RNA specific
HGNC:226	Approved	ADARB1	adenosine deaminase, RNA specific B1
HGNC:227	Approved	ADARB2	adenosine deaminase, RNA specific B2 (inactive)
HGNC:23299	Approved	ADARB2-AS1	ADARB2 antisense RNA 1
HGNC:228	Approved	ADAT1	adenosine deaminase, tRNA specific 1
HGNC:21172	Approved	ADAT2	adenosine deaminase, tRNA specific 2
HGNC:25151	Approved	ADAT3	adenosine deaminase, tRNA specific 3
HGNC:19038	Approved	ADCK1	aarF domain containing kinase 1
HGNC:19039	Approved	ADCK2	aarF domain containing kinase 2
HGNC:21738	Approved	ADCK5	aarF domain containing kinase 5
HGNC:229	Approved	ADCP1	adenosine deaminase complexing protein 1
HGNC:232	Approved	ADCY1	adenylate cyclase 1
HGNC:233	Approved	ADCY2	adenylate cyclase 2
HGNC:234	Approved	ADCY3	adenylate cyclase 3
HGNC:235	Approved	ADCY4	adenylate cyclase 4
HGNC:236	Approved	ADCY5	adenylate cyclase 5
HGNC:237	Approved	ADCY6	adenylate cyclase 6
HGNC:238	Approved	ADCY7	adenylate cyclase 7
HGNC:239	Approved	ADCY8	adenylate cyclase 8
HGNC:240	Approved	ADCY9	adenylate cyclase 9
HGNC:21285	Approved	ADCY10	adenylate cyclase 10, soluble
HGNC:44143	Approved	ADCY10P1	adenylate cyclase 10, soluble pseudogene 1
HGNC:241	Approved	ADCYAP1	adenylate cyclase activating polypeptide 1
HGNC:242	Approved	ADCYAP1R1	ADCYAP receptor type I
HGNC:243	Approved	ADD1	adducin 1
HGNC:244	Approved	ADD2	adducin 2
HGNC:245	Approved	ADD3	adducin 3
HGNC:48682	Approved	ADD3-AS1	ADD3 antisense RNA 1
HGNC:247	Approved	ADFN	albinism-deafness syndrome
HGNC:21212	Approved	ADGB	androglobin
HGNC:13838	Approved	ADGRA1	adhesion G protein-coupled receptor A1
HGNC:49543	Approved	ADGRA1-AS1	adhesion G protein-coupled receptor A1 antisense RNA 1
HGNC:17849	Approved	ADGRA2	adhesion G protein-coupled receptor A2
HGNC:13839	Approved	ADGRA3	adhesion G protein-coupled receptor A3
HGNC:943	Approved	ADGRB1	adhesion G protein-coupled receptor B1
HGNC:944	Approved	ADGRB2	adhesion G protein-coupled receptor B2
HGNC:945	Approved	ADGRB3	adhesion G protein-coupled receptor B3
HGNC:19893	Approved	ADGRD1	adhesion G protein-coupled receptor D1
HGNC:53314	Approved	ADGRD1-AS1	ADGRD1 antisense RNA 1
HGNC:18651	Approved	ADGRD2	adhesion G protein-coupled receptor D2
HGNC:3336	Approved	ADGRE1	adhesion G protein-coupled receptor E1
HGNC:3337	Approved	ADGRE2	adhesion G protein-coupled receptor E2
HGNC:23647	Approved	ADGRE3	adhesion G protein-coupled receptor E3
HGNC:19240	Approved	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene
HGNC:1711	Approved	ADGRE5	adhesion G protein-coupled receptor E5
HGNC:18990	Approved	ADGRF1	adhesion G protein-coupled receptor F1
HGNC:18991	Approved	ADGRF2	adhesion G protein-coupled receptor F2
HGNC:18989	Approved	ADGRF3	adhesion G protein-coupled receptor F3
HGNC:19011	Approved	ADGRF4	adhesion G protein-coupled receptor F4
HGNC:19030	Approved	ADGRF5	adhesion G protein-coupled receptor F5
HGNC:32922	Approved	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1
HGNC:32921	Approved	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2
HGNC:4512	Approved	ADGRG1	adhesion G protein-coupled receptor G1
HGNC:4516	Approved	ADGRG2	adhesion G protein-coupled receptor G2
HGNC:13728	Approved	ADGRG3	adhesion G protein-coupled receptor G3
HGNC:18992	Approved	ADGRG4	adhesion G protein-coupled receptor G4
HGNC:19010	Approved	ADGRG5	adhesion G protein-coupled receptor G5
HGNC:13841	Approved	ADGRG6	adhesion G protein-coupled receptor G6
HGNC:19241	Approved	ADGRG7	adhesion G protein-coupled receptor G7
HGNC:20973	Approved	ADGRL1	adhesion G protein-coupled receptor L1
HGNC:18582	Approved	ADGRL2	adhesion G protein-coupled receptor L2
HGNC:20974	Approved	ADGRL3	adhesion G protein-coupled receptor L3
HGNC:50604	Approved	ADGRL3-AS1	adhesion G protein-coupled receptor L3 antisense RNA 1
HGNC:20822	Approved	ADGRL4	adhesion G protein-coupled receptor L4
HGNC:17416	Approved	ADGRV1	adhesion G protein-coupled receptor V1
HGNC:249	Approved	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide
HGNC:250	Approved	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
HGNC:251	Approved	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide
HGNC:252	Approved	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide
HGNC:253	Approved	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide
HGNC:254	Entry Withdrawn	ADH5P1	entry withdrawn
HGNC:22976	Approved	ADH5P2	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 2
HGNC:22991	Approved	ADH5P3	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 3
HGNC:21377	Approved	ADH5P4	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 4
HGNC:255	Approved	ADH6	alcohol dehydrogenase 6 (class V)
HGNC:256	Approved	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide
HGNC:16354	Approved	ADHFE1	alcohol dehydrogenase, iron containing 1
HGNC:30576	Approved	ADI1	acireductone dioxygenase 1
HGNC:52339	Approved	ADI1P1	acireductone dioxygenase 1 pseudogene 1
HGNC:52340	Approved	ADI1P2	acireductone dioxygenase 1 pseudogene 2
HGNC:52341	Approved	ADI1P3	acireductone dioxygenase 1 pseudogene 3
HGNC:28606	Approved	ADIG	adipogenin
HGNC:13633	Approved	ADIPOQ	adiponectin, C1Q and collagen domain containing
HGNC:40648	Approved	ADIPOQ-AS1	ADIPOQ antisense RNA 1
HGNC:24040	Approved	ADIPOR1	adiponectin receptor 1
HGNC:44910	Approved	ADIPOR1P1	adiponectin receptor 1 pseudogene 1
HGNC:44911	Approved	ADIPOR1P2	adiponectin receptor 1 pseudogene 2
HGNC:24041	Approved	ADIPOR2	adiponectin receptor 2
HGNC:24043	Approved	ADIRF	adipogenesis regulatory factor
HGNC:45127	Approved	ADIRF-AS1	ADIRF antisense RNA 1
HGNC:257	Approved	ADK	adenosine kinase
HGNC:259	Approved	ADM	adrenomedullin
HGNC:28898	Approved	ADM2	adrenomedullin 2
HGNC:27293	Approved	ADM5	adrenomedullin 5 (putative)
HGNC:15766	Approved	ADNP	activity dependent neuroprotector homeobox
HGNC:51227	Approved	ADNP-AS1	ADNP antisense RNA 1
HGNC:23803	Approved	ADNP2	ADNP homeobox 2
HGNC:23506	Approved	ADO	2-aminoethanethiol dioxygenase
HGNC:262	Approved	ADORA1	adenosine A1 receptor
HGNC:263	Approved	ADORA2A	adenosine A2a receptor
HGNC:37122	Approved	ADORA2A-AS1	ADORA2A antisense RNA 1
HGNC:264	Approved	ADORA2B	adenosine A2b receptor
HGNC:265	Approved	ADORA2BP1	adenosine A2b receptor pseudogene 1
HGNC:266	Entry Withdrawn	ADORA2L1	entry withdrawn
HGNC:267	Entry Withdrawn	ADORA2L2	entry withdrawn
HGNC:268	Approved	ADORA3	adenosine A3 receptor
HGNC:25250	Approved	ADPGK	ADP dependent glucokinase
HGNC:44144	Approved	ADPGK-AS1	ADPGK antisense RNA 1
HGNC:269	Approved	ADPRH	ADP-ribosylarginine hydrolase
HGNC:21303	Approved	ADPRHL1	ADP-ribosylhydrolase like 1
HGNC:21304	Approved	ADPRHL2	ADP-ribosylhydrolase like 2
HGNC:30925	Approved	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent
HGNC:277	Approved	ADRA1A	adrenoceptor alpha 1A
HGNC:278	Approved	ADRA1B	adrenoceptor alpha 1B
HGNC:280	Approved	ADRA1D	adrenoceptor alpha 1D
HGNC:281	Approved	ADRA2A	adrenoceptor alpha 2A
HGNC:282	Approved	ADRA2B	adrenoceptor alpha 2B
HGNC:283	Approved	ADRA2C	adrenoceptor alpha 2C
HGNC:285	Approved	ADRB1	adrenoceptor beta 1
HGNC:286	Approved	ADRB2	adrenoceptor beta 2
HGNC:288	Approved	ADRB3	adrenoceptor beta 3
HGNC:15759	Approved	ADRM1	adhesion regulating molecule 1
HGNC:291	Approved	ADSL	adenylosuccinate lyase
HGNC:292	Approved	ADSS	adenylosuccinate synthase
HGNC:20093	Approved	ADSSL1	adenylosuccinate synthase like 1
HGNC:293	Entry Withdrawn	ADT	entry withdrawn
HGNC:21214	Approved	ADTRP	androgen dependent TFPI regulating protein
HGNC:303	Approved	AEBP1	AE binding protein 1
HGNC:24051	Approved	AEBP2	AE binding protein 2
HGNC:25722	Approved	AEN	apoptosis enhancing nuclease
HGNC:307	Approved	AES	amino-terminal enhancer of split
HGNC:309	Approved	AF8T	AF8 temperature sensitivity complementing
HGNC:310	Approved	AFA	ankyloblepharon filiforme adnatum
HGNC:24017	Approved	AFAP1	actin filament associated protein 1
HGNC:28141	Approved	AFAP1-AS1	AFAP1 antisense RNA 1
HGNC:26714	Approved	AFAP1L1	actin filament associated protein 1 like 1
HGNC:25901	Approved	AFAP1L2	actin filament associated protein 1 like 2
HGNC:312	Approved	AFD1	acrofacial dysostosis 1, Nager type
HGNC:7137	Approved	AFDN	afadin, adherens junction formation factor
HGNC:21236	Approved	AFDN-AS1	AFDN antisense RNA 1 (head to head)
HGNC:7135	Approved	AFF1	AF4/FMR2 family member 1
HGNC:53447	Approved	AFF1-AS1	AFF1 antisense RNA 1
HGNC:3776	Approved	AFF2	AF4/FMR2 family member 2
HGNC:41334	Approved	AFF2-IT1	AFF2 intronic transcript 1
HGNC:6473	Approved	AFF3	AF4/FMR2 family member 3
HGNC:17869	Approved	AFF4	AF4/FMR2 family member 4
HGNC:16411	Approved	AFG1L	AFG1 like ATPase
HGNC:314	Approved	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene
HGNC:315	Approved	AFG3L2	AFG3 like matrix AAA peptidase subunit 2
HGNC:24169	Approved	AFG3L2P1	AFG3 like AAA ATPase 2 pseudogene 1
HGNC:316	Approved	AFM	afamin
HGNC:20910	Approved	AFMID	arylformamidase
HGNC:317	Approved	AFP	alpha fetoprotein
HGNC:25951	Approved	AFTPH	aftiphilin
HGNC:318	Approved	AGA	aspartylglucosaminidase
HGNC:16922	Approved	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
HGNC:41427	Approved	AGAP1-IT1	AGAP1 intronic transcript 1
HGNC:16921	Approved	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2
HGNC:48633	Approved	AGAP2-AS1	AGAP2 antisense RNA 1
HGNC:16923	Approved	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3
HGNC:23459	Approved	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4
HGNC:23467	Approved	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5
HGNC:23466	Approved	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6
HGNC:23465	Approved	AGAP7P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene
HGNC:23463	Approved	AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9
HGNC:23659	Approved	AGAP10P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10 pseudogene
HGNC:29421	Approved	AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11
HGNC:23661	Approved	AGAP12P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene
HGNC:23499	Approved	AGAP13P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 13, pseudogene
HGNC:23660	Approved	AGAP14P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene
HGNC:26504	Approved	AGBL1	ATP/GTP binding protein like 1
HGNC:48617	Approved	AGBL1-AS1	AGBL1 antisense RNA 1
HGNC:26296	Approved	AGBL2	ATP/GTP binding protein like 2
HGNC:27981	Approved	AGBL3	ATP/GTP binding protein like 3
HGNC:25892	Approved	AGBL4	ATP/GTP binding protein like 4
HGNC:41482	Approved	AGBL4-IT1	AGBL4 intronic transcript 1
HGNC:26147	Approved	AGBL5	ATP/GTP binding protein like 5
HGNC:41133	Approved	AGBL5-AS1	AGBL5 antisense RNA 1
HGNC:41484	Approved	AGBL5-IT1	AGBL5 intronic transcript 1
HGNC:320	Approved	AGER	advanced glycosylation end-product specific receptor
HGNC:5175	Approved	AGFG1	ArfGAP with FG repeats 1
HGNC:5177	Approved	AGFG2	ArfGAP with FG repeats 2
HGNC:24684	Approved	AGGF1	angiogenic factor with G-patch and FHA domains 1
HGNC:38051	Approved	AGGF1P1	angiogenic factor with G-patch and FHA domains 1 pseudogene 1
HGNC:38052	Approved	AGGF1P2	angiogenic factor with G-patch and FHA domains 1 pseudogene 2
HGNC:38053	Approved	AGGF1P3	angiogenic factor with G-patch and FHA domains 1 pseudogene 3
HGNC:38054	Approved	AGGF1P4	angiogenic factor with G-patch and FHA domains 1 pseudogene 4
HGNC:51741	Approved	AGGF1P5	angiogenic factor with G-patch and FHA domains 1 pseudogene 5
HGNC:51744	Approved	AGGF1P6	angiogenic factor with G-patch and FHA domains 1 pseudogene 6
HGNC:51740	Approved	AGGF1P7	angiogenic factor with G-patch and FHA domains 1 pseudogene 7
HGNC:51745	Approved	AGGF1P8	angiogenic factor with G-patch and FHA domains 1 pseudogene 8
HGNC:51746	Approved	AGGF1P9	angiogenic factor with G-patch and FHA domains 1 pseudogene 9
HGNC:51747	Approved	AGGF1P10	angiogenic factor with G-patch and FHA domains 1 pseudogene 10
HGNC:21869	Approved	AGK	acylglycerol kinase
HGNC:37661	Approved	AGKP1	acylglycerol kinase pseudogene 1
HGNC:321	Approved	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
HGNC:18407	Approved	AGMAT	agmatinase
HGNC:33784	Approved	AGMO	alkylglycerol monooxygenase
HGNC:323	Approved	AGMX2	agammaglobulinemia, X-linked 2 (with growth hormone deficiency)
HGNC:3262	Approved	AGO1	argonaute 1, RISC catalytic component
HGNC:3263	Approved	AGO2	argonaute 2, RISC catalytic component
HGNC:18421	Approved	AGO3	argonaute 3, RISC catalytic component
HGNC:18424	Approved	AGO4	argonaute 4, RISC catalytic component
HGNC:324	Approved	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1
HGNC:325	Approved	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2
HGNC:326	Approved	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
HGNC:20885	Approved	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4
HGNC:20988	Approved	AGPAT4-IT1	AGPAT4 intronic transcript 1
HGNC:20886	Approved	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5
HGNC:37709	Approved	AGPAT5P1	1-acylglycerol-3-phosphate O-acyltransferase 5 pseudogene 1
HGNC:327	Approved	AGPS	alkylglycerone phosphate synthase
HGNC:328	Approved	AGR2	anterior gradient 2, protein disulphide isomerase family member
HGNC:24167	Approved	AGR3	anterior gradient 3, protein disulphide isomerase family member
HGNC:329	Approved	AGRN	agrin
HGNC:330	Approved	AGRP	agouti related neuropeptide
HGNC:333	Approved	AGT	angiotensinogen
HGNC:17258	Approved	AGTPBP1	ATP/GTP binding protein 1
HGNC:336	Approved	AGTR1	angiotensin II receptor type 1
HGNC:338	Approved	AGTR2	angiotensin II receptor type 2
HGNC:13539	Approved	AGTRAP	angiotensin II receptor associated protein
HGNC:340	Entry Withdrawn	AGTRL2	entry withdrawn
HGNC:341	Approved	AGXT	alanine-glyoxylate aminotransferase
HGNC:14412	Approved	AGXT2	alanine--glyoxylate aminotransferase 2
HGNC:24618	Approved	AHCTF1	AT-hook containing transcription factor 1
HGNC:24620	Approved	AHCTF1P1	AT-hook containing transcription factor 1 pseudogene 1
HGNC:343	Approved	AHCY	adenosylhomocysteinase
HGNC:344	Approved	AHCYL1	adenosylhomocysteinase like 1
HGNC:22204	Approved	AHCYL2	adenosylhomocysteinase like 2
HGNC:44993	Approved	AHCYP1	adenosylhomocysteinase pseudogene 1
HGNC:44994	Approved	AHCYP2	adenosylhomocysteinase pseudogene 2
HGNC:44995	Approved	AHCYP3	adenosylhomocysteinase pseudogene 3
HGNC:44996	Approved	AHCYP4	adenosylhomocysteinase pseudogene 4
HGNC:44997	Approved	AHCYP5	adenosylhomocysteinase pseudogene 5
HGNC:44998	Approved	AHCYP6	adenosylhomocysteinase pseudogene 6
HGNC:44999	Approved	AHCYP7	adenosylhomocysteinase pseudogene 7
HGNC:45000	Approved	AHCYP8	adenosylhomocysteinase pseudogene 8
HGNC:25230	Approved	AHDC1	AT-hook DNA binding motif containing 1
HGNC:21575	Approved	AHI1	Abelson helper integration site 1
HGNC:347	Approved	AHNAK	AHNAK nucleoprotein
HGNC:20125	Approved	AHNAK2	AHNAK nucleoprotein 2
HGNC:348	Approved	AHR	aryl hydrocarbon receptor
HGNC:346	Approved	AHRR	aryl-hydrocarbon receptor repressor
HGNC:1189	Approved	AHSA1	activator of HSP90 ATPase activity 1
HGNC:20437	Approved	AHSA2	activator of HSP90 ATPase homolog 2
HGNC:349	Approved	AHSG	alpha 2-HS glycoprotein
HGNC:18075	Approved	AHSP	alpha hemoglobin stabilizing protein
HGNC:350	Approved	AIC	Aicardi syndrome
HGNC:13203	Approved	AICDA	activation induced cytidine deaminase
HGNC:25761	Approved	AIDA	axin interactor, dorsalization associated
HGNC:352	Approved	AIF1	allograft inflammatory factor 1
HGNC:28904	Approved	AIF1L	allograft inflammatory factor 1 like
HGNC:8768	Approved	AIFM1	apoptosis inducing factor mitochondria associated 1
HGNC:44884	Approved	AIFM1P1	apoptosis inducing factor, mitochondria associated 1 pseudogene 1
HGNC:21411	Approved	AIFM2	apoptosis inducing factor, mitochondria associated 2
HGNC:26398	Approved	AIFM3	apoptosis inducing factor, mitochondria associated 3
HGNC:21607	Approved	AIG1	androgen induced 1
HGNC:43926	Approved	AIG1P1	androgen induced 1 pseudogene 1
HGNC:355	Approved	AIH3	amelogenesis imperfecta 3, hypomaturation or hypoplastic type
HGNC:357	Approved	AIM2	absent in melanoma 2
HGNC:10648	Approved	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1
HGNC:16543	Approved	AIMP1P1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 1
HGNC:43693	Approved	AIMP1P2	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 2
HGNC:20609	Approved	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2
HGNC:358	Approved	AIP	aryl hydrocarbon receptor interacting protein
HGNC:359	Approved	AIPL1	aryl hydrocarbon receptor interacting protein like 1
HGNC:360	Approved	AIRE	autoimmune regulator
HGNC:34515	Approved	AIRN	antisense of IGF2R non-protein coding RNA
HGNC:16304	Approved	AIS1	autoimmune susceptibility 1
HGNC:23054	Approved	AIS2	autoimmune susceptibility 2
HGNC:23083	Approved	AIS3	autoimmune susceptibility 3 (vitiligo specific)
HGNC:30801	Approved	AJAP1	adherens junctions associated protein 1
HGNC:20250	Approved	AJUBA	ajuba LIM protein
HGNC:361	Approved	AK1	adenylate kinase 1
HGNC:362	Approved	AK2	adenylate kinase 2
HGNC:24037	Approved	AK2P1	adenylate kinase 2 pseudogene 1
HGNC:33542	Approved	AK2P2	adenylate kinase 2 pseudogene 2
HGNC:17376	Approved	AK3	adenylate kinase 3
HGNC:31099	Approved	AK3P2	adenylate kinase 3 pseudogene 2
HGNC:39062	Approved	AK3P3	adenylate kinase 3 pseudogene 3
HGNC:39063	Approved	AK3P4	adenylate kinase 3 pseudogene 4
HGNC:39064	Approved	AK3P5	adenylate kinase 3 pseudogene 5
HGNC:39065	Approved	AK3P6	adenylate kinase 3 pseudogene 6
HGNC:363	Approved	AK4	adenylate kinase 4
HGNC:364	Approved	AK4P1	adenylate kinase 4 pseudogene 1
HGNC:39066	Approved	AK4P2	adenylate kinase 4 pseudogene 2
HGNC:21596	Approved	AK4P3	adenylate kinase 4 pseudogene 3
HGNC:39067	Approved	AK4P4	adenylate kinase 4 pseudogene 4
HGNC:39068	Approved	AK4P5	adenylate kinase 4 pseudogene 5
HGNC:39069	Approved	AK4P6	adenylate kinase 4 pseudogene 6
HGNC:365	Approved	AK5	adenylate kinase 5
HGNC:49151	Approved	AK6	adenylate kinase 6
HGNC:51678	Approved	AK6P1	adenylate kinase 6 pseudogene 1
HGNC:51679	Approved	AK6P2	adenylate kinase 6 pseudogene 2
HGNC:20091	Approved	AK7	adenylate kinase 7
HGNC:26526	Approved	AK8	adenylate kinase 8
HGNC:33814	Approved	AK9	adenylate kinase 9
HGNC:28285	Approved	AKAIN1	A-kinase anchor inhibitor 1
HGNC:367	Approved	AKAP1	A-kinase anchoring protein 1
HGNC:372	Approved	AKAP2	A-kinase anchoring protein 2
HGNC:373	Approved	AKAP3	A-kinase anchoring protein 3
HGNC:374	Approved	AKAP4	A-kinase anchoring protein 4
HGNC:375	Approved	AKAP5	A-kinase anchoring protein 5
HGNC:376	Approved	AKAP6	A-kinase anchoring protein 6
HGNC:377	Approved	AKAP7	A-kinase anchoring protein 7
HGNC:378	Approved	AKAP8	A-kinase anchoring protein 8
HGNC:29857	Approved	AKAP8L	A-kinase anchoring protein 8 like
HGNC:49758	Approved	AKAP8P1	A-kinase anchoring protein 8 pseudogene 1
